fold,run,eta,h1,h2,mse_te
4,24,0.0001,8.0,6.0,7.451285865365404
4,25,0.0001,8.0,6.0,7.42129836196941
4,26,0.0001,8.0,6.0,7.393844945521798
4,27,0.0001,8.0,6.0,7.368222795969554
4,28,0.0001,8.0,6.0,7.34387755630688
4,29,0.0001,8.0,6.0,7.320398131065853
4,30,0.0001,8.0,6.0,7.297453139267562
4,31,0.0001,8.0,6.0,7.274789959514594
4,32,0.0001,8.0,6.0,7.252195844106411
4,33,0.0001,8.0,6.0,7.22950011423602
4,34,0.0001,8.0,6.0,7.206549793792672
4,35,0.0001,8.0,6.0,7.183213229687334
4,36,0.0001,8.0,6.0,7.159363881319649
4,37,0.0001,8.0,6.0,7.134884295704451
4,38,0.0001,8.0,6.0,7.109654308242357
4,39,0.0001,8.0,6.0,7.083554913827206
4,40,0.0001,8.0,6.0,7.056458691762563
4,41,0.0001,8.0,6.0,7.028233534054312
4,42,0.0001,8.0,6.0,6.998733996155724
4,43,0.0001,8.0,6.0,6.967805237130762
4,44,0.0001,8.0,6.0,6.935274588266355
4,45,0.0001,8.0,6.0,6.900956728636719
4,46,0.0001,8.0,6.0,6.864645394928496
4,47,0.0001,8.0,6.0,6.826122254889401
4,48,0.0001,8.0,6.0,6.785149619376445
5,0,0.0001,8.0,6.0,20.256114283792144
5,1,0.0001,8.0,6.0,17.940740568330305
5,2,0.0001,8.0,6.0,34.98255350250656
5,3,0.0001,8.0,6.0,12.388148071660426
5,4,0.0001,8.0,6.0,9.341566293592935
5,5,0.0001,8.0,6.0,9.05703417903719
5,6,0.0001,8.0,6.0,8.801456687320385
5,7,0.0001,8.0,6.0,8.498655851847106
5,8,0.0001,8.0,6.0,8.219159617534485
5,9,0.0001,8.0,6.0,7.951641547105155
5,10,0.0001,8.0,6.0,7.711107566127924
5,11,0.0001,8.0,6.0,7.493516879826611
5,12,0.0001,8.0,6.0,7.305128519818892
5,13,0.0001,8.0,6.0,7.145496112140554
5,14,0.0001,8.0,6.0,7.015865362533674
5,15,0.0001,8.0,6.0,6.91348104255916
5,16,0.0001,8.0,6.0,6.835364899896041
5,17,0.0001,8.0,6.0,6.77687327120263
5,18,0.0001,8.0,6.0,6.733752210912372
5,19,0.0001,8.0,6.0,6.701758816166234
5,20,0.0001,8.0,6.0,6.677531122967747
5,21,0.0001,8.0,6.0,6.658280387304127
5,22,0.0001,8.0,6.0,6.642015769542186
5,23,0.0001,8.0,6.0,6.627254888416815
5,24,0.0001,8.0,6.0,6.6130260158905525
5,25,0.0001,8.0,6.0,6.5986600709913015
5,26,0.0001,8.0,6.0,6.583756180343903
5,27,0.0001,8.0,6.0,6.568056976638918
5,28,0.0001,8.0,6.0,6.551426299658546
5,29,0.0001,8.0,6.0,6.533781368656496
5,30,0.0001,8.0,6.0,6.515085070354559
5,31,0.0001,8.0,6.0,6.495310393372038
5,32,0.0001,8.0,6.0,6.474441144916522
5,33,0.0001,8.0,6.0,6.452452938547964
5,34,0.0001,8.0,6.0,6.42931754336644
5,35,0.0001,8.0,6.0,6.404991871583942
5,36,0.0001,8.0,6.0,6.379423583418898
5,37,0.0001,8.0,6.0,6.352543832344495
5,38,0.0001,8.0,6.0,6.324273470596977
5,39,0.0001,8.0,6.0,6.294517662887537
5,40,0.0001,8.0,6.0,6.263173210686695
5,41,0.0001,8.0,6.0,6.2301244254895325
5,42,0.0001,8.0,6.0,6.195253170125474
5,43,0.0001,8.0,6.0,6.1584360282856165
5,44,0.0001,8.0,6.0,6.119560103912969
5,45,0.0001,8.0,6.0,6.07852129338984
5,46,0.0001,8.0,6.0,6.0352514026487425
5,47,0.0001,8.0,6.0,5.989714481101495
5,48,0.0001,8.0,6.0,5.941956613646768
